A.1,A.2,A.3,A.4,B.1,B.2,B.3,B.4,C.1,C.2,C.3,C.4,D.1,D.2,D.3,D.4,E.1,E.2,E.3,E.4,F.1,F.2,F.3,F.4
16.9759,16.8857,16.7225,16.9916,17.0989,17.5286,17.3127,17.4096,17.4416,17.3497,17.2825,17.2567,17.6754,17.3274,16.9996,17.0633,17.3504,17.6707,17.8054,17.825,16.7571,16.8917,17.1239,16.997
21.862,20.7667,20.3011,21.0417,21.0272,20.3364,20.828,21.1148,20.968,20.8107,21.1592,21.1104,21.0552,20.9893,21.1207,20.8043,20.4162,20.7957,20.0781,20.7139,21.4297,21.1987,21.1701,21.2041
22.1971,21.9276,22.2159,22.1454,21.9905,22.6966,22.2041,22.0722,21.8424,22.5193,22.3679,21.9608,22.5121,22.2824,22.3118,22.4531,21.8611,22.3066,21.7896,21.8551,20.8972,21.5991,21.4433,21.942
19.54,19.855,19.8106,19.3751,19.2986,19.5636,19.3699,19.389,19.1558,18.812,19.1756,19.3115,19.057,19.1272,19.1987,19.1612,19.9174,20.1883,19.8772,19.5822,20.0487,19.9563,20.0679,19.5951
19.1817,17.407,17.3145,18.1882,17.7627,17.7516,17.4501,17.8197,18.5483,18.2792,18.3915,18.3749,18.2409,17.9458,17.8677,17.923,19.4172,19.3758,19.5394,20.0186,19.2413,19.2907,19.202,18.8698
15.683,15.3219,15.6981,16.4297,16.3035,15.8714,16.9932,16.4916,15.5291,16.6653,15.9412,16.4806,16.4365,16.7744,16.7765,17.0561,16.4067,15.9399,16.6793,11.8307,15.9282,16.5746,16.9541,16.8297
17.8524,17.7604,17.2554,18.1341,18.3528,18.1268,18.1238,18.2651,18.1129,17.7396,17.8366,18.1895,18.4769,18.3701,18.3803,18.2593,17.9415,18.1881,18.2088,18.204,19.0876,19.0286,18.8397,18.4287
14.3953,15.5828,14.7447,14.5979,14.6554,15.6591,15.2453,15.1013,14.6156,15.2305,15.1344,15.5251,15.4304,15.5511,15.5574,15.8099,14.396,14.8415,14.9028,12.5249,14.4601,14.4913,14.7397,15.8002
16.6297,15.9234,15.8497,16.1736,16.9178,17.2414,16.9368,17.0366,16.7377,16.2494,15.982,15.7286,17.3074,16.7865,17.1152,17.0227,16.4534,17.2547,16.2214,17.3415,16.5334,16.7067,16.7958,16.9152
13.664,13.7601,15.1368,14.3576,16.7389,16.7099,17.0364,15.619,12.4604,14.7105,13.8322,13.7086,16.8451,16.8117,16.7808,16.8389,15.6672,16.0624,15.5122,13.2466,15.593,16.1069,16.1371,16.0322
15.5599,13.3297,13.8499,14.7904,15.2046,14.6059,15.5547,14.7505,14.9728,13.4045,14.3247,12.2418,15.2801,15.3428,15.8226,15.0778,15.9546,17.4456,15.4051,16.0279,17.4766,17.6846,17.3017,16.6317
22.1172,22.1799,22.3398,22.3214,22.7338,22.2451,22.718,22.749,22.125,22.0198,21.8676,21.8614,22.4572,22.4473,22.3899,22.3615,22.6498,22.3829,22.7438,22.4283,22.8011,22.5141,22.6796,22.4679
16.669,16.5861,16.2954,15.5543,16.0804,16.5517,15.8996,15.801,14.7103,15.2045,15.5243,15.6883,15.7059,15.6905,15.1651,15.4554,16.298,16.4647,16.6677,16.278,16.3142,15.9686,16.2883,16.6331
20.3278,20.3862,20.5096,20.6698,20.2476,17.6357,20.0506,20.1631,20.277,20.3173,20.6504,20.1998,20.0658,19.9613,20.0044,19.6535,20.0872,19.8933,20.3475,18.327,19.5103,19.8441,19.7731,19.9635
15.2854,16.3644,16.1381,14.7973,15.3254,14.9159,15.7829,15.094,15.4535,16.2881,16.5405,16.6822,15.9657,15.7119,16.4172,15.9816,16.2373,16.609,16.7093,16.3735,16.6008,17.0236,16.9895,16.7627
18.3431,17.9421,17.4702,18.062,17.0394,17.2741,16.6482,16.8823,17.4177,17.2641,17.3402,17.9958,17.3974,16.9333,16.6455,16.6731,17.2692,17.7435,17.736,17.6865,15.844,16.63,16.488,16.6406
16.4346,16.6427,16.2726,15.4166,15.4597,15.8738,15.8051,15.8549,16.6695,16.4464,16.6932,17.0301,16.6929,16.2858,16.394,16.3616,16.7849,16.8305,17.2772,17.4184,16.6409,16.5177,16.684,16.4252
16.9914,16.5226,16.4254,16.8887,16.5487,15.1953,16.5735,16.5508,16.7685,16.6615,16.6351,17.0498,16.6492,16.181,16.7378,15.9184,16.1528,16.2291,15.8968,16.1255,15.5055,15.7477,15.7552,16.7192
17.7809,17.42,17.3646,17.6391,16.7659,17.2116,17.1153,17.2381,17.5158,17.2747,17.4862,17.5808,17.1674,17.1602,17.2677,17.1664,17.2088,17.9192,17.9247,17.9343,17.0313,17.1932,17.1065,16.8829
17.7483,17.4612,17.2564,17.7259,17.6343,17.8347,17.4145,17.772,17.7183,17.5456,17.4023,17.1201,17.9317,17.4691,17.5853,17.1692,17.3651,17.6102,17.6981,18.5711,16.7428,17.5012,17.4002,16.8523
20.6874,20.0374,19.7998,19.4765,19.3882,19.7353,19.5613,19.6808,19.8669,19.704,19.6634,19.733,19.9841,20.0667,19.9816,19.8426,21.5448,20.802,21.8498,20.7355,21.534,21.6481,21.3329,21.5173
17.6235,17.324,17.1971,17.2495,16.3104,17.3021,17.0657,17.1062,16.5959,16.2174,16.204,15.3396,16.6155,16.453,16.5843,16.2695,19.2269,18.9762,18.8583,19.6983,19.4403,18.8211,19.036,18.6763
21.305,20.2141,19.998,21.4362,20.5595,20.6091,20.568,20.1463,20.948,20.7681,20.9083,20.9773,20.6364,20.7439,20.7331,20.3874,21.1551,21.7838,21.456,20.7991,21.6231,21.3241,21.2697,20.6628
15.3081,14.7288,14.1097,14.4302,12.2384,13.8217,13.4885,12.2945,15.712,15.7996,15.9093,15.93,15.613,15.5276,15.3526,15.4818,17.5003,18.129,17.4775,18.0102,17.5846,17.6394,17.4986,16.8375
14.9547,14.866,14.9962,14.989,14.5753,14.7457,14.8813,14.181,13.4526,16.7675,15.6089,14.3763,15.7303,15.8043,16.1893,16.5698,14.0113,15.2389,14.1298,14.3605,14.144,14.5737,15.2009,16.0066
20.0641,19.8426,19.7417,20.1857,19.9349,19.8156,19.6914,19.9632,20.056,19.7678,20.1037,20.0983,19.7573,19.6257,19.5601,19.5598,20.363,20.4779,20.3351,20.7969,20.143,20.4404,20.2737,19.9026
19.2365,19.1674,19.0646,19.4591,19.8327,19.6528,19.6657,19.8621,19.0904,18.988,19.2855,18.8507,19.1893,19.1812,19.1481,19.038,19.4103,19.4276,19.0909,19.7986,19.4089,19.4535,19.5338,19.2728
19.3834,19.7279,20.1744,18.7393,18.9268,18.8951,19.24,18.19,19.6479,19.88,19.6641,19.3797,18.8781,19.1402,19.55,19.1392,19.3934,19.3221,19.9801,19.9391,19.5935,19.5533,19.4621,19.0354
17.8599,18.3943,18.6373,18.71,19.3487,19.3246,19.0326,19.4019,18.631,18.2491,18.4141,18.2172,18.7791,18.9614,18.9189,18.801,18.6734,18.6821,18.4814,18.6804,19.0291,19.0582,18.9741,18.7308
18.2321,18.1323,18.4867,18.1671,19.3048,18.7981,18.9002,19.1098,18.0912,17.6694,17.6229,17.9419,18.4757,18.6989,18.5705,18.3313,18.8873,19.2889,18.6537,19.3419,19.2985,19.4899,19.2678,19.0681
13.5674,13.2068,12.781,12.6684,14.7386,13.452,14.657,15.3108,14.9337,14.2917,15.1207,14.2281,15.8878,15.9785,15.841,15.1944,15.3395,16.4368,15.6116,16.8621,17.6335,17.9765,17.7384,16.9716
21.523,21.3479,20.9756,21.0454,21.3423,21.2414,21.2829,21.4479,20.992,20.6552,21.2023,21.3189,21.513,21.5452,21.4837,21.4711,22.0704,22.0084,21.8334,22.2347,21.82,21.9278,21.8583,21.7187
17.8893,17.4173,17.0782,17.4612,17.3776,17.618,17.1254,17.2782,17.3701,17.2543,17.4518,17.4163,17.5477,17.2378,16.9678,17.0961,17.2532,17.2599,17.5561,17.6088,17.0136,16.8106,17.0982,16.7161
19.8162,18.9451,18.4288,18.7321,17.4813,19.0459,17.9562,18.4004,17.4282,17.9126,19.1458,19.064,17.4819,17.9419,18.1671,17.6698,17.914,17.8855,18.7071,13.0948,18.7747,18.2317,18.8965,18.8913
14.7473,15.4805,14.6462,14.2063,13.9852,15.4119,14.8108,14.5299,15.5893,15.0974,14.6191,15.568,14.9263,14.8959,14.8922,14.6847,15.2194,14.9334,15.6428,13.5339,15.3154,15.472,15.6843,15.5942
17.8105,16.6654,15.6806,15.9129,15.9957,16.2919,15.7068,15.5787,15.6823,16.3625,17.4209,16.9533,15.9857,15.937,15.7458,15.7945,17.6949,17.4475,17.0383,17.8215,17.1997,16.7932,16.8522,16.9166
18.9708,19.6156,19.7386,19.5109,19.391,19.0987,19.3745,19.3968,19.3885,19.0199,19.437,18.9644,19.6903,19.1828,19.1427,19.037,19.0876,18.1725,18.1715,19.586,18.7154,18.3499,19.1467,18.6816
16.5309,17.366,16.3896,13.2023,13.2424,16.3545,13.1145,15.1941,16.7316,16.3816,17.2506,15.0738,16.5154,16.4901,12.7201,15.3036,13.4146,15.7891,12.8441,15.3727,16.0057,15.9131,16.4881,15.1556
16.3697,17.2621,15.6731,15.4771,16.2774,16.434,16.9079,16.8413,14.1775,16.2278,16.7592,17.6069,16.0968,16.8906,17.3497,16.44,12.5153,13.0256,14.4675,12.4873,16.1112,16.9567,17.2485,17.3373
17.1335,16.82,16.6505,16.5835,17.1063,17.5575,17.3359,17.1851,16.7103,16.72,16.7656,16.9371,17.0509,16.742,16.8947,16.7779,17.3158,17.1716,17.1688,15.4743,17.2501,17.4812,17.5041,17.1846
21.0488,20.5343,20.2079,20.0828,19.6466,18.0712,19.7921,18.574,20.1117,19.7106,20.3272,19.8899,19.4618,19.454,19.5641,19.2164,19.8611,20.3225,20.896,20.1746,20.629,20.3082,20.3768,20.3136
15.5058,15.0453,14.4645,12.74,14.1327,14.0997,13.4921,14.2572,13.337,15.5289,15.4302,15.2411,14.6652,14.3046,13.9271,14.2689,12.5357,12.7521,13.5529,12.2975,13.3994,13.153,12.3987,13.5482
16.0584,15.9761,16.56,15.8998,16.4563,16.7991,16.3358,16.859,15.7833,15.8525,16.0233,15.787,16.6468,16.4535,16.0541,16.4298,16.2821,16.5092,16.7237,12.7726,16.5468,16.4524,16.3776,16.3663
15.3427,13.9797,14.1453,13.6104,12.8564,12.4722,12.1489,11.5333,16.9439,16.8148,16.5495,17.327,17.1124,16.6575,16.8289,16.1492,17.4475,18.9751,18.5624,18.6805,18.6074,18.0846,16.784,17.9079
18.6859,21.3288,21.1238,19.327,21.8521,22.6874,22.3652,22.3963,19.4558,20.8772,19.5218,19.8221,21.9658,21.9955,22.0646,22.209,22.253,14.3008,21.403,15.6098,21.5212,20.8321,21.1428,22.3081
20.8793,21.3292,21.0797,21.0962,21.9227,22.1959,22.0666,21.9442,21.6525,21.634,21.3636,21.3193,22.0094,22.2199,22.0718,22.0282,20.6737,20.4052,19.6897,20.4976,20.804,21.3162,21.0562,21.3205
24.05,24.4218,24.4454,24.426,24.4769,24.5979,24.5954,24.5526,24.3747,24.5475,24.6492,24.7057,24.6913,24.7205,24.6728,24.6492,23.9411,23.832,24.2711,23.8664,23.6546,23.4605,23.9046,24.2386
20.8867,21.6443,21.7165,21.3628,21.556,21.9798,21.577,21.4126,22.0132,21.9601,21.7618,21.5527,21.7441,21.6868,21.5362,21.6791,21.0838,20.8299,21.3694,20.9062,20.8494,20.8465,21.1667,20.7643
23.5068,23.5799,23.4821,23.5323,23.671,23.756,23.8984,23.7886,23.8803,23.768,23.8632,23.9993,23.8802,24.0807,23.9119,24.0071,23.0267,22.7624,23.163,23.0186,22.4276,22.6673,22.9397,23.328
13.5565,16.3925,15.9123,13.9768,15.9147,16.2285,16.4697,16.0023,13.7605,12.7134,14.5478,11.6887,15.3322,16.1068,16.0076,15.8697,15.4632,14.6974,14.8789,12.7581,15.105,15.4211,16.0422,16.4008
21.6568,20.3422,21.2364,21.8271,20.9372,22.4149,21.1697,21.4836,21.5222,21.6374,21.8372,20.5459,21.4915,20.8686,21.3065,21.1807,20.9023,21.4018,21.4865,21.8092,20.7996,20.4943,20.6907,20.6309
24.3228,23.7529,23.1818,22.2752,23.8378,22.2996,22.7778,23.9412,20.0706,18.973,18.3173,19.6006,19.5672,18.9599,19.1345,19.4599,21.7994,21.6409,21.5669,22.0502,22.9277,21.7122,21.8022,22.327
15.9687,16.071,16.1449,16.9906,15.9984,16.2972,16.1416,16.3018,16.2536,16.419,16.3186,16.3271,16.3122,16.3553,16.2808,16.1224,14.9039,14.8067,16.0289,14.7267,15.3106,15.3106,15.3647,14.8092
24.1845,23.605,22.7651,21.9661,23.5824,22.2816,22.3557,24.0607,19.5639,18.6786,18.0041,19.351,19.0637,18.5939,18.9399,19.1295,21.6148,21.9638,21.5936,22.6705,22.5004,21.2026,21.2105,22.0853
19.4821,19.7454,20.0604,20.1034,19.5235,19.273,19.396,19.2188,20.2092,19.667,20.1499,19.5761,19.4829,19.437,19.5115,19.3261,19.3433,19.5632,19.7853,19.0141,19.7299,19.7912,19.1906,19.1287
15.8427,16.1787,15.463,15.9872,15.8948,16.1194,15.843,15.6817,14.9511,15.4852,15.8883,15.2745,15.6547,15.7294,15.8949,15.532,12.5561,14.4998,14.954,14.5853,12.3041,13.0951,14.0961,15.6994
13.536,15.0138,14.8152,14.6378,14.2998,15.3052,15.0727,13.7197,14.515,16.1961,15.2527,13.3501,14.9321,14.6931,14.4487,15.1587,13.3261,13.7531,13.6616,13.4357,11.7835,13.3197,12.8951,14.444
17.8145,17.9914,18.0846,18.1759,18.2056,18.6056,18.1425,18.2422,18.4967,18.316,18.7013,18.0623,18.4876,18.3493,18.2654,18.1549,18.1628,17.8924,18.0822,14.0295,17.4119,17.3434,17.5071,17.6828
19.7209,19.3161,19.0806,19.0247,19.1408,19.2494,19.0479,19.1634,18.8594,19.3197,19.5613,19.4131,19.1538,19.1139,18.9267,19.1496,17.9599,17.7498,18.3793,16.3358,17.2691,17.2304,17.6376,18.422
16.6271,17.34,17.8988,18.0981,19.0767,18.7364,18.9629,19.1607,18.1446,17.6118,17.8193,17.0608,18.8353,18.9811,18.9747,18.8966,18.2404,18.3155,18.2526,18.4434,18.7873,18.8095,18.699,18.4675
13.0177,14.4493,12.9732,13.0273,15.1252,15.4157,15.3629,15.6329,15.5249,15.7052,13.8934,15.4387,15.8378,15.3135,16.1085,15.809,14.444,13.6066,15.3229,12.2669,16.4143,15.579,15.4365,15.1693
18.4751,18.5413,18.2763,18.5714,18.333,18.7371,18.4426,18.5292,18.0318,18.1115,18.3439,18.3625,18.3431,18.4463,18.2226,18.3574,17.9228,18.0396,18.1143,17.4408,17.8745,17.889,18.0026,17.818
13.8285,17.2313,15.7138,13.6174,15.9606,15.2468,16.3414,16.1511,14.5038,12.666,12.6336,13.0726,14.9544,15.1957,14.2763,13.0579,19.1962,19.2572,18.4926,19.5409,19.7307,19.7026,19.6769,19.097
15.6776,15.9536,15.4982,15.9896,16.2605,16.5835,16.5153,16.4906,14.1282,16.6297,15.7386,15.601,16.245,16.115,16.1168,15.9514,10.4973,12.2375,13.2686,11.5736,11.8814,13.3595,14.5573,15.6098
19.1237,18.7512,18.6481,19.2253,19.2571,19.4815,19.1649,19.4551,18.3915,18.1391,18.413,18.5245,18.9389,18.8626,18.6722,18.7516,18.6297,18.951,18.8652,18.2305,18.976,19.0584,19.2617,19.3494
17.249,17.1422,16.7149,16.7232,17.1088,16.5547,16.7577,16.741,17.4584,17.0608,17.3047,17.8145,17.4562,17.5451,17.6393,17.4474,18.0435,18.3352,18.4986,19.3142,19.2085,19.3069,18.9264,18.8308
18.4489,16.5946,15.9336,15.3637,15.2333,13.5421,13.8278,15.7275,18.2283,18.8538,18.5033,19.3525,17.5375,17.6337,17.0449,17.7968,20.7591,22.6761,21.259,22.257,22.276,22.2977,21.8039,21.9562
20.3146,19.9582,21.513,21.1316,20.2561,18.8931,20.8176,18.9266,22.0632,21.0376,21.1043,20.2189,20.8343,20.6348,20.5863,21.8149,19.7012,19.816,19.3245,19.3699,21.3491,20.5232,19.9958,20.8517
15.6152,15.6826,15.6057,15.8426,15.9495,16.0537,15.7192,15.8441,15.8319,15.4811,16.1306,15.7768,16.1922,15.8025,15.1805,15.271,15.2959,13.4427,15.7477,14.5954,16.9751,14.1441,11.9176,13.292
15.3402,16.9326,9.90503,12.2704,13.3689,14.2237,14.1317,15.253,17.0824,16.9381,16.9271,17.3262,16.3811,15.9351,15.5775,15.7917,15.9353,17.0208,16.8534,12.6913,15.8905,16.1939,14.4391,16.7308
14.0852,14.3896,14.0181,13.715,13.2604,13.992,14.4779,13.9267,13.7339,12.5088,12.8559,14.1933,14.2769,14.7396,15.1201,14.4942,13.489,14.3712,13.7745,14.5069,12.9286,12.1758,13.7565,14.5748
17.478,16.901,16.9368,17.1198,16.6036,16.9111,16.8248,16.7625,16.9017,16.8831,17.1668,17.3338,16.7338,16.6455,16.7009,16.525,16.511,16.9924,17.1295,17.2924,15.4898,16.0838,16.3295,16.6938
15.6698,13.6902,15.6142,14.5234,14.5307,13.1561,13.1588,13.3066,16.9925,14.9203,16.3417,15.7806,15.0568,16.0083,16.6837,15.9844,13.2409,15.0863,15.3119,13.0474,16.7788,15.635,15.2939,15.9181
16.9516,17.4717,17.6099,17.3594,17.4682,17.8146,17.2571,18.0971,17.1866,17.2194,17.002,17.3351,17.6002,17.5289,17.0507,16.937,17.4855,17.2739,17.0405,15.1071,17.7402,17.6032,17.7623,17.3967
15.9714,13.7455,12.8565,13.7754,12.8712,13.2791,12.4842,12.8998,14.7065,16.2844,16.4043,16.0973,16.1547,15.8704,15.9024,15.9672,13.6887,15.4059,13.3001,15.7348,16.6533,16.6286,16.7273,16.3484
16.4894,16.0158,15.252,16.7156,17.7883,17.7448,17.5994,17.5654,15.0728,14.9803,15.9788,15.7515,16.85,17.4079,17.2252,16.7988,15.7303,16.4825,15.8628,14.8615,17.8668,17.4613,17.8034,17.396
17.4189,17.3608,16.9919,16.9885,17.0197,17.1391,17.2123,17.5075,17.2089,17.679,16.886,17.4669,17.7095,17.4423,17.3621,17.2984,17.0661,17.4843,17.3933,18.1517,16.837,17.1098,17.1982,17.0997
17.7958,17.4255,17.5581,17.8483,17.0762,17.2566,17.1348,17.3798,18.1999,18.6347,18.1387,18.0762,18.1104,17.7666,18.096,17.9736,17.3657,18.0554,17.4814,17.7664,17.2393,17.0238,17.0362,17.4336
14.0085,14.9923,14.4405,14.9064,14.3771,15.4948,14.9232,14.8025,12.7105,13.7382,13.9925,14.1927,14.3271,14.5091,14.2811,12.5647,14.5578,14.9096,14.8904,14.2123,13.6619,14.9154,14.6688,14.8328
15.1567,16.9885,14.7566,14.097,16.4782,15.8952,15.999,15.9929,16.5357,16.3618,14.4919,13.7973,16.3149,15.4324,14.9755,17.1322,13.4374,14.4617,13.8135,12.6564,13.1614,13.1626,12.9959,16.7715
12.8887,15.6044,14.4987,14.2726,14.8086,15.0961,14.6685,14.7995,14.6507,14.8413,14.7907,14.2905,14.9368,14.5693,14.7061,14.6017,14.3902,14.1625,14.5558,12.3923,13.7213,13.0916,14.2174,14.7547
19.4299,20.1382,19.8499,19.4112,19.5358,20.0076,19.6553,19.8749,18.5113,18.3591,18.1363,18.875,18.5211,18.8103,18.9389,18.8845,19.6864,19.6536,19.5548,19.1944,20.2227,20.1641,19.9191,20.0425
16.7433,17.066,16.8413,17.0365,16.1883,17.2861,16.9687,17.0933,16.9244,16.6551,16.9332,17.1356,16.9522,16.9597,16.8998,16.9604,16.1009,15.7019,16.4538,14.5341,15.5397,15.3379,16.0627,16.5203
16.7553,17.0981,16.9448,16.201,16.3811,17.1599,16.344,16.5917,16.2082,17.004,17.3159,17.663,17.193,16.9926,16.7573,16.7842,17.3318,17.6771,17.5333,17.389,16.4934,16.9272,17.2536,16.6731
16.6701,16.8342,16.2896,16.2781,16.3439,16.1993,16.056,16.3654,16.6684,16.9278,17.0253,16.9583,16.9335,16.9572,16.8292,16.9295,16.8006,16.1402,16.867,15.7571,17.3005,17.1487,17.1729,16.9634
19.9708,20.3905,20.9548,21.0727,21.933,22.1238,21.5545,21.9746,21.185,20.5991,20.9477,21.0723,21.5865,21.2814,21.6051,21.2536,21.8831,21.5818,21.5653,21.9894,21.8505,21.5075,21.7343,21.2122
16.5438,16.3018,15.6733,16.2868,15.7942,16.3006,16.0422,16.0825,15.2953,15.9708,15.9242,16.2208,16.1364,16.0784,15.5861,15.8724,13.7416,12.8873,14.4802,13.4208,11.6553,13.742,14.7064,15.2855
17.6023,16.8287,17.4665,17.6376,17.6036,18.0469,17.6475,17.8435,17.4614,17.197,17.518,17.3447,17.7702,17.7324,17.8284,17.573,16.9838,16.9938,17.3577,15.899,15.9445,15.95,16.693,17.3626
18.7762,19.1227,18.5738,18.8283,17.4661,18.526,18.3386,18.5558,17.8802,18.7667,18.9629,19.4086,18.4797,18.6229,18.6378,18.7494,18.2379,18.8667,18.6457,18.8563,17.7185,18.4895,18.519,18.3228
20.5567,20.8569,20.9913,21.0442,21.8482,21.8717,21.8019,21.6752,20.9552,21.1245,21.0386,20.996,21.7051,21.6999,21.6678,21.656,21.1959,20.7426,20.9783,20.7576,20.8089,20.9288,21.1662,21.397
16.1341,15.1716,14.6074,15.0339,14.9204,14.8255,14.1373,9.26868,15.9366,16.3433,16.0531,16.4504,15.6604,15.5032,15.4956,15.5423,16.8862,16.8802,14.3484,17.7689,16.9635,17.1092,17.1496,15.9428
19.5971,19.6265,19.2061,19.167,18.5864,18.4433,18.4085,18.836,18.4379,18.7532,19.1121,19.0968,18.5006,18.0144,17.9979,18.2961,17.3815,17.2453,18.0374,16.8986,18.0889,18.3035,17.712,17.2006
20.0567,20.0095,19.5208,20.0899,19.2359,19.7856,19.5822,19.501,19.8715,20.6394,20.4464,20.1129,19.7755,19.4827,19.5515,19.6035,17.9955,18.4604,18.3328,17.7538,17.3986,17.9751,18.0244,18.449
17.3285,16.9413,16.8906,16.8127,16.924,17.3087,16.8841,17.0326,17.1267,17.1551,16.9217,16.6226,17.2256,16.9849,16.83,16.8836,16.5323,16.6725,16.688,15.6213,15.7018,15.7149,16.0262,16.5525
20.9942,21.2698,21.0964,20.9989,20.9953,21.0939,20.862,21.0187,20.7974,20.9493,20.9496,20.9345,20.7708,20.7041,20.595,20.6348,20.4637,20.3612,20.704,20.4037,20.4964,20.4656,20.7121,20.6114
16.0236,15.8922,16.057,16.0632,15.0689,15.8542,15.4976,15.8913,17.2995,17.439,16.8798,16.4073,16.765,16.5015,16.9836,17.0257,15.9831,17.1978,16.8336,16.7504,17.055,17.2817,16.7433,16.3434
15.3513,15.1995,14.9518,14.9355,15.2744,14.723,14.7604,15.1632,13.2044,14.4147,14.6198,14.6057,15.2396,14.7948,14.2396,14.821,15.8074,15.7333,15.9697,14.5164,14.596,14.7617,14.3815,15.7171
17.9177,16.3407,18.3561,18.0958,19.0813,15.9466,18.913,15.8137,19.7854,19.5949,19.3738,19.5555,18.9515,17.8798,18.1467,19.4322,20.1924,19.437,19.0265,19.1955,19.794,19.8671,18.9542,19.346
19.8586,19.9273,19.6607,19.6745,19.2273,19.5112,19.128,19.4353,19.8258,19.7095,19.9245,19.9485,19.5595,19.2953,19.2593,19.3306,18.9093,18.7725,19.1592,18.4665,18.0879,18.107,18.445,18.8456
18.4122,18.2427,18.4316,18.1489,18.9315,18.8222,18.5331,18.6807,18.0365,17.7639,17.9862,17.9698,18.0156,17.8361,17.9069,17.9149,18.7978,18.6944,18.5206,18.8451,19.0203,18.8338,19.0317,18.7873
15.4713,15.4964,15.9762,15.9867,16.5358,16.471,16.1624,16.33,15.9247,15.815,15.7589,15.2883,16.3122,15.9651,16.1903,15.7738,16.551,16.133,16.3041,16.3713,16.1612,16.3248,16.2116,16.0704
19.119,19.1786,19.3952,19.4669,20.0868,20.4657,20.0778,20.2339,19.6111,19.4468,19.5153,19.4399,20.0944,20.2062,20.2341,20.1055,19.036,19.1313,19.1245,18.7767,18.7935,18.8397,19.2064,19.6646
17.0177,17.7104,17.3118,17.4722,17.1062,17.3887,16.8581,17.0849,17.0963,16.9939,17.3284,16.8602,16.8306,16.3237,16.2849,16.5068,16.6825,16.6777,16.7666,15.5313,16.672,16.6671,16.4865,16.0593
20.7398,20.886,21.0731,20.9967,20.857,20.945,20.7043,20.8296,21.1843,20.9334,20.9235,20.9251,20.7736,20.3813,20.4759,20.5126,20.5738,20.4503,20.5215,20.7317,20.532,20.5343,20.5456,19.9804
17.0802,17.362,17.101,18.1418,17.0819,17.5598,17.136,17.3522,17.7626,17.9446,17.9419,17.3917,17.6741,17.477,17.4832,17.5841,16.5757,17.0311,16.9821,17.3717,15.9674,16.0316,16.6423,17.0317
16.5026,16.2429,15.9447,15.9952,15.5129,15.7029,15.3701,15.8227,16.0905,16.1075,16.3092,15.838,15.9729,15.8197,15.8401,15.721,14.8028,14.874,15.5161,14.6949,13.511,14.6094,14.238,15.1765
17.1069,17.3218,17.2855,16.8613,17.7099,17.5347,17.7159,17.8403,17.2476,17.5436,17.2491,17.3096,17.6594,17.8537,17.7632,17.5811,17.5456,16.3459,17.214,13.1562,16.316,16.24,16.7475,17.4006
18.0437,17.6395,17.4407,17.3304,17.3205,17.4609,17.4081,17.7783,17.6302,17.6121,17.5359,17.5906,17.1816,17.3951,17.4522,17.2509,15.5673,14.1481,15.7257,14.3442,15.4863,14.7732,16.6542,16.8353
19.6369,19.73,19.4789,19.7917,19.5652,19.8185,19.6886,19.638,19.908,19.8131,20.1174,20.2431,19.9327,19.6931,19.781,19.6391,19.0754,19.1728,19.4935,18.9559,18.5543,18.632,18.8481,18.9923
16.1834,16.313,16.2078,15.9969,16.5886,17.2196,16.7048,16.8229,16.311,15.606,16.2227,16.5687,16.9008,16.7201,16.6098,16.814,16.6637,16.938,16.7886,16.7725,17.5793,17.504,17.294,16.888
19.108,18.825,18.6121,18.617,18.5454,18.7634,18.5516,18.7671,18.8607,18.8101,19.2399,18.9376,18.7733,18.5787,18.4195,18.4747,19.3861,19.288,19.1162,19.754,19.5404,19.7111,19.6874,19.1343
14.5447,15.9318,16.4517,14.0757,17.0405,16.4721,16.7863,16.7081,15.6601,15.4309,16.178,16.6948,17.1428,16.895,16.8298,16.7422,16.9647,16.6903,16.5099,16.7563,16.9168,16.5046,17.0764,16.7047
18.81,17.4624,20.5609,19.7661,19.8647,18.3841,20.7401,17.0895,20.7984,20.2883,19.316,20.1864,19.7364,21.2746,20.9616,22.3275,19.9745,19.155,17.6359,16.6191,20.4585,21.002,19.6627,20.8157
13.2673,13.2577,13.0379,12.4333,16.1366,16.3573,16.2806,16.7769,14.0384,15.8825,15.3899,13.3614,16.2798,16.527,16.2157,16.6002,15.4701,15.4152,15.6959,16.242,15.7546,15.4659,15.4191,16.0948
19.9731,19.4806,18.963,19.312,19.3838,19.1792,18.9765,19.4724,18.8752,18.9792,19.1129,19.1088,19.0184,19.0595,19.0168,18.8531,17.7095,17.5466,17.5916,16.0687,17.8361,17.9102,18.0568,17.9595
17.2087,17.478,17.0155,17.0179,16.7965,17.1847,16.7217,17.0657,16.3877,16.3448,16.4418,16.7558,16.8219,16.6423,16.5101,16.6247,17.4427,18.1276,17.7587,18.5717,18.0654,17.7973,18.0319,17.458
17.9275,17.5022,17.1325,17.6807,17.0325,17.3113,17.1629,17.3498,17.3782,17.7475,17.6257,17.9479,17.7139,17.2924,17.2489,17.3604,16.8852,17.1094,16.9659,17.3725,16.6537,16.6814,16.9078,16.9156
17.0635,16.6987,16.0527,16.0919,16.5546,16.6584,16.3081,17.0377,14.5407,15.7374,15.6743,16.4102,15.8849,16.2425,15.7388,15.8139,14.7378,16.5403,15.9467,14.9237,16.6832,16.6658,16.7684,17.0442
