A.1,A.2,A.3,A.4,B.1,B.2,B.3,B.4,C.1,C.2,C.3,C.4,D.1,D.2,D.3,D.4,E.1,E.2,E.3,E.4,F.1,F.2,F.3,F.4
17.794,17.3946,17.3724,18.3753,18.1396,18.4552,18.1488,18.3068,17.5289,17.5011,17.2817,17.6905,17.7819,18.226,17.9313,18.0836,17.1229,17.7233,17.4642,18.1478,17.1633,17.4362,17.7543,17.6099
18.0121,17.5892,17.2214,17.797,17.598,17.6009,17.392,17.8393,17.5664,17.3555,17.5061,17.4115,17.57,17.6501,17.6068,17.4655,16.3137,16.0718,16.0371,14.569,16.7775,16.8577,17.1896,17.3493
16.277,16.0742,16.7297,17.2629,16.9688,17.3062,16.8991,17.3189,16.4503,16.6602,16.8826,16.5962,17.1245,16.8623,16.7437,16.8205,16.6029,16.752,16.6484,16.3351,16.0905,16.3769,16.5996,16.3273
14.6531,15.6118,15.723,14.6259,15.032,15.9454,15.4966,16.0947,15.5276,15.5707,15.8899,15.2808,15.4177,15.4563,15.1588,15.3919,15.6153,14.0435,15.9715,13.3911,15.3853,15.0665,15.3613,15.3619
16.7099,17.1954,16.7898,16.5576,16.2572,16.9067,16.1952,16.7634,16.66,17.0207,17.1889,17.3596,16.5899,16.4667,16.0676,16.587,15.0942,14.5193,13.4926,13.9463,14.0078,14.4469,14.5972,15.8342
19.4706,19.7349,19.6147,20.142,19.9533,20.3473,19.9464,20.1559,19.8901,19.713,19.8475,19.7127,20.1342,19.9686,19.9127,19.9246,18.7524,18.9639,19.0421,18.9469,18.3781,18.3755,19.0589,19.1829
14.0264,14.497,13.9178,15.6182,14.4069,15.298,14.731,15.0396,13.7092,13.56,14.9388,13.9125,15.2091,15.0247,14.8899,14.4728,13.5375,13.3389,14.5599,13.1741,11.9486,17.2311,14.7818,13.9295
17.1609,16.9266,16.9195,17.0832,16.8025,16.5945,16.784,16.5401,16.8169,16.4741,16.7161,16.7467,16.8914,16.5584,16.8113,16.4442,15.9363,16.4796,16.9803,16.7729,15.5939,15.9154,15.8096,15.7738
18.1539,18.2492,17.9171,18.2926,17.8055,18.1401,18.1299,17.9738,17.9227,19.0674,18.4859,18.2243,18.2602,18.0671,18.2459,18.1149,16.975,17.0443,16.9389,16.2113,16.8837,17.0685,17.2712,17.4143
15.8827,15.1787,14.3707,14.0866,14.2437,14.6226,14.2572,14.5429,12.1642,12.0868,12.869,14.6706,13.4537,14.5707,14.5702,14.7086,16.8873,16.8698,17.3884,12.7396,17.105,16.9547,17.2567,17.1732
16.0661,16.2283,15.9366,16.0633,15.5529,15.8599,15.6243,15.891,16.1318,16.1683,16.4548,16.1468,16.2004,16.0308,15.8356,15.8765,15.7117,16.1491,16.3883,16.6244,16.3774,16.4995,16.4995,16.3534
18.4234,18.5404,18.4539,18.1965,18.3077,18.501,18.125,18.6256,18.0779,17.8303,17.8893,18.0326,17.8102,17.9,17.6577,17.8015,18.5821,18.4916,18.4884,18.7733,18.3784,18.5244,18.6308,18.2037
14.8429,15.512,14.7419,15.1505,15.7251,16.0514,16.0679,16.1685,14.7804,15.3992,14.9812,15.6424,15.391,15.7149,16.1537,15.9005,15.1746,14.6257,14.1611,14.437,14.7845,14.6811,15.0424,15.656
15.7583,17.0188,16.664,16.5819,17.0082,16.83,16.8814,16.7843,15.1887,15.4166,15.9859,16.0117,16.1352,16.3069,15.9772,16.274,15.0702,14.0741,14.7241,12.4599,15.0997,13.914,14.2946,15.8278
13.0234,14.3219,13.511,14.1572,14.278,14.3267,14.2018,14.6066,12.9996,14.0947,14.3428,14.913,14.7693,14.629,14.608,14.4126,15.1229,14.408,15.3927,13.0613,15.1408,15.2808,14.9998,15.0069
12.293,14.4339,13.1762,12.9005,14.1331,14.3654,13.8535,13.5354,13.5305,12.5541,13.5784,12.8508,12.8482,14.1355,12.584,12.6232,18.571,18.2532,17.6742,17.1176,17.8492,18.2928,18.7857,18.2385
18.226,17.6875,17.4002,18.5016,17.8588,18.2901,17.8224,18.0745,17.8409,17.7161,17.9857,17.7381,17.8408,17.9272,17.7342,17.7486,17.1501,17.5787,17.5704,17.7003,17.0458,17.1799,17.2139,17.5099
12.6625,13.5286,17.6968,16.1054,15.2064,12.9845,16.5894,13.0178,16.6876,15.9488,14.955,14.0705,15.7627,17.7586,17.7023,19.2347,15.0054,15.5223,12.5902,12.2225,16.2006,17.2497,16.2474,18.0594
15.5275,15.2909,15.0446,15.2104,14.8223,15.0248,14.5333,15.071,15.7971,15.5809,15.4296,15.9661,15.2857,14.5303,14.7161,14.6384,14.552,13.9845,14.9595,11.7425,13.1952,12.0165,12.4818,13.5515
16.627,16.8274,16.5607,16.7058,16.6654,16.9605,16.595,16.9711,16.8374,16.7642,16.8676,16.7646,16.9789,16.713,16.6509,16.6658,16.8389,16.4112,16.5534,16.323,16.0148,16.1424,16.3236,16.1641
16.2087,15.0844,14.8651,15.6455,14.7215,14.1118,14.4801,14.8416,15.2928,15.3065,15.9375,15.5303,15.0345,14.3717,13.601,13.7231,15.0879,14.5056,14.4702,15.0523,15.1757,15.9314,15.7591,14.6303
13.5127,13.7751,14.5229,14.2048,14.9937,15.7034,14.8487,15.672,13.3416,13.2592,12.9859,12.5152,14.3324,14.1298,14.2437,13.9487,13.9605,12.9912,14.2613,13.9242,14.06,14.1443,14.62,16.1115
15.962,17.0449,16.5067,16.3094,16.3757,17.1335,17.1578,16.7669,16.0613,16.4454,16.2126,17.0628,16.904,16.7598,16.7672,16.6639,15.72,15.1724,15.7507,14.9817,14.56,13.3887,15.5334,16.0803
12.873,15.0851,16.0065,16.0838,15.641,16.1052,15.8681,16.1998,15.9984,15.5026,16.2458,15.7261,15.8447,15.379,15.5071,15.7326,16.1074,16.3841,16.1111,13.211,15.8421,15.6349,15.8694,15.8172
15.2654,15.7574,15.4873,15.1688,14.65,15.4786,15.0417,15.6798,15.638,15.3017,15.7902,15.4548,15.1836,15.0855,14.9576,15.5132,15.2507,13.4569,15.4036,12.4602,12.7297,13.4911,12.8332,14.2027
14.3935,15.1799,14.3752,14.032,13.7161,14.8711,14.2285,14.5078,14.415,13.6188,15.2002,14.9647,15.0678,14.5548,14.6775,14.9541,14.5327,13.7005,14.8258,12.033,13.9533,12.4828,14.0277,14.284
17.471,15.1688,18.7479,18.5095,16.4165,18.3697,16.7086,16.5507,19.2545,15.5145,18.5245,18.2822,13.6481,17.9885,14.1653,13.5782,17.2644,15.0162,17.8615,15.3212,16.8894,15.6474,18.5676,16.9401
18.9767,19.5904,19.4147,19.4281,18.7319,18.8852,18.5429,18.9392,19.7339,18.8361,19.642,19.7414,19.2196,18.5249,18.4019,18.3627,19.2129,19.3289,19.3891,19.879,18.2936,18.2436,18.6003,18.0526
18.0488,18.0382,17.9691,18.0733,17.7742,18.1354,18.0474,18.1692,18.2738,17.824,18.3795,18.0286,18.6943,18.3276,18.4591,18.0955,18.3839,19.0865,18.9522,19.0372,18.4493,18.8043,18.7659,18.6067
17.5697,17.3475,17.0484,17.458,17.2502,17.6757,17.3288,17.3773,17.3496,17.0242,17.6899,17.636,17.4547,17.3355,17.5107,17.2752,17.0548,16.9765,17.1882,15.8114,16.9265,17.0823,17.2122,16.9586
16.6338,16.4522,17.0991,15.0789,15.4056,15.2246,15.3469,15.688,13.4186,14.204,13.7941,14.2195,14.4785,14.2162,14.1744,14.1838,15.5111,15.5694,15.1404,16.6007,15.6524,15.1437,15.3844,15.7352
17.8473,18.5482,17.768,17.6054,17.5047,17.6306,17.5069,17.6078,17.2557,16.9687,16.7013,17.1563,16.8723,16.7856,16.8228,17.0225,17.8289,18.0336,18.0789,18.0311,17.9952,17.9546,17.9126,17.846
13.8187,15.205,15.1725,15.7189,15.2166,16.1575,15.5637,15.847,15.353,15.397,14.885,14.2615,15.5278,15.6308,15.6847,15.4221,15.4043,15.9052,15.8818,12.6983,15.3419,15.346,15.7042,15.5188
14.9075,14.9612,14.5291,12.7555,13.6198,13.6393,14.0617,14.4164,14.2267,14.3095,14.0939,14.3784,14.2516,14.108,14.2537,14.2402,12.8606,15.0871,12.3013,13.4533,14.2044,12.1048,13.6059,14.7162
15.7295,15.6061,15.8091,15.5232,16.3137,16.5836,16.483,16.3884,16.1444,15.7081,15.4645,14.9181,16.2856,16.0305,16.2687,16.3068,15.4272,14.8278,14.9618,12.694,15.7025,15.052,15.7596,15.7304
14.7641,15.9402,16.355,14.8882,15.4742,15.5001,15.2999,14.9572,14.2485,15.3508,15.4755,15.853,15.7174,15.5548,15.6674,12.8013,14.9839,15.0884,14.9378,12.676,13.1287,13.0294,14.1107,15.2746
18.0965,18.5377,19.2225,19.0383,19.7833,19.4707,19.1142,19.5471,19.0541,18.3664,19.1401,18.0426,18.9624,18.7568,19.0604,18.6885,19.6116,19.3852,19.3953,19.4331,19.3515,19.4272,19.2034,18.4898
15.9437,14.7013,14.4124,15.7352,15.872,15.0373,15.5401,15.0044,15.321,14.2428,14.4851,13.1779,14.2296,14.6948,15.8242,14.8095,13.6145,15.1199,12.4404,13.594,15.9031,15.9576,15.6595,14.6017
18.9925,18.5327,18.9996,18.9357,18.4787,18.861,18.5112,19.2786,19.8426,18.933,19.2101,18.9746,18.7484,18.9351,18.8074,18.592,19.1152,18.7076,19.3977,19.1416,18.2738,18.7321,17.9294,17.5875
14.1214,14.6239,14.1681,14.3742,14.4788,14.6517,14.4075,14.4175,14.1246,13.0873,14.9627,14.0969,14.8426,15.1472,14.4589,14.7596,15.7273,16.6641,15.9529,13.9392,14.6572,15.5745,16.1399,16.3335
14.235,15.2394,14.6564,14.8654,13.479,14.3556,14.1055,14.3851,12.3995,10.6033,14.0853,13.5557,14.1505,14.3811,14.5601,14.0348,16.6815,16.341,17.4742,15.2452,17.1905,17.3915,18.0639,17.3862
14.5396,14.445,14.4703,14.3746,13.6694,13.9675,13.5482,13.8128,14.7342,14.6257,14.2492,14.2073,14.8665,13.8544,13.462,14.7912,12.9776,13.5204,13.4981,12.8469,12.633,13.3798,12.9782,13.4062
15.3709,14.928,14.0869,15.0359,14.8123,15.2611,15.1586,14.6868,14.9306,15.6636,15.5824,15.2067,15.5062,14.9522,15.3055,15.2001,14.5193,14.4899,14.8816,12.2411,14.2439,14.9929,15.0904,15.3443
17.2048,18.3119,18.5063,18.5646,20.1738,20.135,19.8195,20.1174,18.2664,17.8703,17.9209,17.3833,19.4545,19.4839,19.6814,19.4635,20.0593,19.9078,19.2335,19.1346,20.2642,20.1666,19.9745,19.8964
14.7981,14.5596,15.0488,14.7049,14.1798,14.9062,14.1634,14.4779,12.7178,14.1799,14.2964,14.0645,14.7153,14.6289,14.6461,14.7054,12.7901,14.3508,15.2155,12.2771,14.714,13.1021,14.8549,14.9738
18.459,18.6978,18.3618,18.2704,18.2254,18.7114,18.2123,18.4482,18.6277,18.2754,18.524,18.8158,18.4447,18.281,18.2672,18.2701,18.4422,18.6647,18.6078,19.0219,18.1572,18.1995,18.2868,17.9165
16.2154,15.3922,15.327,14.7841,15.3452,15.1244,15.257,15.256,12.552,14.32,14.5218,14.7219,15.4135,15.5046,15.0026,15.3609,14.859,16.1822,15.4028,15.3278,15.1682,15.0665,15.0768,15.2295
13.0271,15.5216,13.7537,12.309,15.1702,16.2934,15.3256,15.7001,15.3124,14.6218,15.4807,14.7969,14.4544,15.8808,14.9159,15.0078,13.497,14.1217,13.3918,15.1763,14.576,15.0034,14.9129,15.1983
17.7139,18.2034,17.934,17.7166,17.706,17.994,17.5847,17.9202,18.0332,17.9704,18.1959,17.7942,17.6942,17.2528,17.1212,17.1203,18.8897,19.0766,18.8827,19.3395,18.6162,18.7878,18.6241,18.4599
17.4178,17.516,17.4296,17.4462,17.1774,17.9874,17.2598,17.0226,17.9545,17.0057,17.9917,18.1563,17.7579,17.5353,17.7303,17.7956,17.9692,17.626,18.095,16.1633,18.4022,18.2094,18.4311,18.2223
15.1508,16.5073,16.4298,14.7338,14.7344,15.2306,15.0236,14.8201,15.9767,16.2721,17.2568,15.183,14.9854,14.7768,14.0047,14.6376,15.1647,14.4902,15.0802,15.2585,15.2521,12.223,14.3716,10.9564
14.1603,15.3204,15.9803,11.6808,16.4438,16.5645,16.2531,16.4105,12.7113,15.6316,12.4867,15.1323,15.7864,15.7631,15.3149,15.4489,17.0419,16.8557,16.7997,15.1102,17.1423,17.0862,17.2222,16.4177
18.2122,18.2424,18.7811,18.9519,18.7796,18.4891,19.0876,18.576,18.7923,18.5527,19.0458,18.1803,19.4857,19.1147,19.1793,18.5409,18.5595,18.9519,18.2276,19.9419,18.831,19.1307,19.4616,18.338
18.5381,18.4074,17.9928,18.071,17.713,17.8703,17.491,17.813,18.0368,17.5865,17.9613,18.0485,18.0369,17.6034,17.4122,17.456,17.4986,17.5198,17.6882,17.5905,17.0828,17.0371,17.0365,16.9386
18.8419,18.9477,18.6622,19.0095,18.0496,18.4435,18.13,18.3547,18.7367,18.5772,18.8835,18.6623,18.2373,18.0206,18.0287,18.0253,17.9698,17.9743,18.2099,17.5495,17.1597,17.2647,17.5167,17.66
19.1354,19.1707,19.1721,18.9252,18.8311,18.9816,18.7947,18.8617,19.0709,19.1396,19.2296,19.314,18.9772,18.8553,18.9163,18.7301,18.3091,18.349,18.3535,18.2131,18.021,18.2803,18.435,18.0356
16.5043,16.7456,16.7213,16.3505,17.0521,17.1006,16.6367,16.8996,16.663,16.5121,17.1014,16.8716,16.9294,16.6367,16.5671,16.5698,16.3833,15.8075,16.6687,15.049,15.7244,15.5153,16.3798,16.2545
14.9097,15.4107,14.9219,12.6037,14.5109,14.7341,14.5808,15.2572,13.1697,15.592,15.4744,15.479,15.0551,14.9416,14.4699,15.1335,13.0003,17.3111,14.964,13.8679,14.3073,14.8297,14.4785,13.2511
19.1071,17.5415,18.3662,18.9243,18.534,18.7523,18.5097,18.9247,18.7325,18.0511,18.0992,17.7225,18.6898,18.7752,18.6495,18.5561,17.6073,17.3262,17.9199,17.6225,16.9979,17.1153,17.4745,17.9115
16.6083,17.1139,16.038,15.836,16.016,16.1854,15.4366,16.5163,15.312,14.9599,15.1009,15.35,15.0684,15.2324,14.8669,14.3918,16.4694,16.6056,16.3148,13.1211,16.7345,17.0565,17.1697,16.7623
12.9786,14.5167,15.022,14.6083,15.1967,15.008,14.5353,14.756,12.779,14.7209,15.1053,14.5153,14.8005,14.2678,14.7556,14.7803,13.607,13.7335,13.5079,13.1708,12.409,12.481,13.8212,14.818
17.2545,17.2206,16.8956,17.3294,16.5077,16.8854,16.7336,16.8825,16.9338,17.4755,17.5505,17.484,16.8665,16.8839,16.9578,16.87,15.682,15.6382,16.1964,14.6655,15.9131,16.136,16.0783,16.433
16.1787,15.9952,15.5768,15.6577,15.6504,15.692,15.5537,15.4395,15.2981,15.3937,15.8028,15.8366,15.6639,15.7018,15.3769,15.5046,13.9175,14.1177,12.6181,14.5948,11.4813,13.1648,13.9048,14.3929
17.8252,18.3291,18.2605,17.9948,18.9839,19.1111,18.7741,19.1182,17.0103,16.5925,16.6437,16.8208,17.5821,17.8018,17.6991,17.5024,18.9563,18.2982,18.4313,18.8204,19.0034,19.0837,19.0975,18.703
13.288,14.1751,13.8723,12.5239,14.3886,14.5957,14.8551,14.4196,13.2638,11.9688,12.1947,13.4557,12.8687,12.8803,12.0157,12.8068,13.7308,14.5237,14.1363,12.5037,16.8197,16.3592,16.0067,15.763
16.7762,17.1404,16.6045,16.5629,16.251,16.7874,16.5697,16.4159,16.2747,16.903,16.7456,16.6444,17.062,17.1892,16.4437,16.5828,14.5464,12.5963,15.4993,14.184,14.5166,14.3102,15.7285,16.8091
15.3881,16.7137,15.7181,15.4018,14.9154,15.5814,15.4591,15.176,15.6296,15.7804,15.8947,16.5898,15.5843,15.2791,15.0524,15.649,14.2445,11.9318,15.1382,12.7082,12.1581,12.7011,13.9797,15.1021
13.1536,15.3349,14.5783,14.0936,14.837,14.7459,14.2915,14.5333,12.7575,13.6524,14.1106,14.6572,13.0066,13.4679,14.2832,13.9738,13.6936,14.454,12.8422,12.7544,14.7852,14.7817,14.7587,15.2621
16.9373,16.7023,16.5742,16.4794,16.2062,16.5837,16.0348,16.3423,16.4118,16.2845,16.4707,16.5467,16.3211,16.2329,15.897,16.1946,16.5096,16.3159,16.6684,15.5168,15.9082,16.0088,16.1344,16.0884
17.7662,17.4384,17.0135,17.5087,17.1565,17.3369,17.046,17.0249,17.027,17.1152,17.4591,17.3255,17.2302,16.9068,16.8531,16.7445,16.1266,16.162,16.5403,15.1007,15.4601,15.6439,15.8971,16.3043
16.1628,16.2352,16.4067,15.5821,15.5755,16.7725,15.8452,15.9052,12.767,14.8867,15.3515,15.1376,15.8359,16.2134,16.2135,15.9125,14.8476,15.6058,15.7984,14.5264,15.5854,15.6519,15.7905,16.1011
22.3847,22.3398,22.4891,21.925,22.0497,22.7179,22.5406,22.0504,22.2099,23.144,22.7301,22.4264,22.3892,22.3089,22.2504,22.4678,21.4054,22.3052,21.7729,22.1187,21.3621,21.8014,21.3083,22.0191
14.9018,15.4019,15.0362,15.7613,15.5896,16.6334,15.8873,16.2871,15.4633,15.4173,15.3691,15.5164,15.8731,16.0234,15.4634,15.5944,14.21,12.6663,13.7652,12.6809,13.7252,14.6972,15.0925,15.9943
13.5121,14.102,14.3555,13.5387,13.9944,14.4318,13.9072,13.7665,12.5137,14.4356,14.6229,14.4727,14.5105,14.329,14.1296,14.1237,13.4942,13.6278,14.4105,13.3001,11.957,11.7384,12.6997,13.2615
16.6447,17.2142,17.7272,17.8676,17.3059,18.1608,17.4143,17.6561,17.8727,17.8792,17.7582,16.8402,17.5251,17.5848,17.528,17.9243,18.1029,17.5176,17.7942,17.6634,12.1956,18.6896,13.4204,17.371
17.672,17.4314,17.0211,17.562,16.8512,17.0484,16.676,17.0266,17.2881,16.5032,17.1104,17.217,16.3823,16.4175,16.1682,16.2024,16.9101,16.4773,17.1153,16.8793,16.7706,16.6484,16.7588,16.4218
12.6282,15.0792,16.7884,16.051,16.5992,14.8576,16.0732,16.5055,16.9533,15.7371,16.1892,15.3,16.608,16.3974,17.0282,16.4142,18.0347,17.6403,17.7161,17.9652,17.9626,18.0207,17.8594,17.3595
17.7647,17.7326,17.5438,17.5276,17.3728,17.5681,17.5251,17.49,18.0958,17.9116,18.0279,17.8639,17.7826,17.723,17.2546,17.5513,17.1061,17.1983,17.2895,17.0095,16.4423,16.6648,16.8523,16.7724
15.8291,14.9578,15.3662,13.7445,15.2816,15.3209,14.9898,15.7739,15.8293,16.1228,16.2503,15.4611,16.4821,16.0077,15.8245,15.1636,16.0658,17.1829,16.8681,13.3421,16.8815,16.78,16.969,16.5377
16.1134,17.1525,16.8741,16.63,16.2327,15.9492,16.118,16.5087,17.0043,16.5951,16.7668,17.1561,16.3339,16.2795,16.2899,16.0613,16.6327,15.8217,16.1027,12.7908,14.9637,14.8982,15.3852,15.4948
15.2913,16.6239,15.7923,16.0946,16.0977,16.2266,15.874,16.1842,15.2225,16.0916,15.7933,15.6464,15.6681,15.755,15.7648,15.6176,15.1232,14.804,14.6512,13.2237,13.9381,14.3489,14.9031,15.4432
17.57,17.8221,17.7443,18.0908,18.0928,18.2088,17.9207,18.1636,17.8567,17.5803,17.7259,17.5463,17.9916,17.8599,17.7835,17.8189,17.4637,17.4353,17.5406,17.4196,17.3042,17.2059,17.3889,17.6054
16.4352,16.8674,16.3418,16.4643,17.1032,16.6769,17.3787,16.9579,15.4988,15.9429,16.3101,17.351,17.017,17.0486,17.0091,17.0543,16.1458,16.3842,16.3179,16.8871,17.6928,17.1253,17.2588,16.7052
18.4692,18.7183,18.5895,18.2542,18.4838,19.0332,18.4786,18.6282,18.796,19.0345,18.9724,18.5074,18.743,18.5957,18.4603,18.3532,18.1303,17.6057,18.2952,16.1484,18.0129,17.4986,17.6941,17.9525
14.2578,15.8791,15.6692,16.2256,16.5151,16.5479,16.1723,16.7055,15.6095,16.0881,16.1195,15.2254,16.2834,16.3527,16.2543,15.5435,15.761,15.7928,13.2915,15.757,15.6835,15.6067,15.944,15.453
18.2902,18.1725,17.6572,17.8989,17.5411,17.8431,17.3869,17.6391,17.6496,17.6873,17.7805,17.8242,17.3345,17.1511,16.9318,17.078,17.2842,16.6244,17.2173,15.5822,16.1144,16.1566,16.5802,16.8445
16.7236,17.3159,17.2451,16.983,17.3061,17.4907,17.2938,17.4401,17.0349,16.9626,16.9809,17.0537,17.0197,16.9574,16.8784,17.0345,16.6147,16.964,16.9429,17.0142,16.6345,16.4516,16.6569,16.9276
16.2434,16.3413,15.8891,16.3246,16.7187,16.3617,16.6813,16.2939,16.6573,16.8134,16.5853,16.4678,16.3678,16.5907,16.5409,16.963,16.4643,16.9384,16.165,15.9965,16.7504,16.7312,16.7632,16.2794
16.9913,17.5784,17.4523,17.1331,17.3231,17.5981,17.1758,17.4401,17.5335,17.4518,17.5077,17.314,17.4997,17.1897,17.1677,17.256,16.7989,16.5233,16.8913,15.688,15.3036,15.3723,16.3705,16.6423
13.9873,15.9338,16.3602,14.6213,15.465,16.5319,16.2916,15.6183,14.6999,14.9879,12.576,13.8352,15.3438,15.5728,15.4072,15.7625,14.5556,14.8718,14.9189,11.8428,11.4075,13.475,11.1334,14.8744
14.8937,15.1404,14.9417,13.1193,13.9709,14.4181,14.4479,14.6734,13.7725,14.4028,14.7212,15.3896,14.7068,14.4725,14.161,14.5325,12.7353,12.7787,13.3823,13.3662,12.0842,12.7877,12.8987,13.7929
17.7903,17.5918,17.0957,16.443,16.3907,16.6722,16.3522,16.2274,16.6942,17.1801,17.3454,17.1761,16.6231,16.1608,16.3269,16.2065,15.5724,16.4468,16.2073,16.0319,15.3998,15.4831,16.097,15.2278
16.9225,14.3631,15.2467,16.0604,15.6318,15.8485,16.1645,16.2137,16.2738,15.4133,16.318,16.0944,15.845,14.9971,15.2914,15.2038,16.1429,16.8912,16.4151,14.9865,14.2774,13.9678,15.6287,16.0089
17.1315,15.8024,18.1724,17.7016,17.8407,16.7133,17.5908,15.6622,18.4871,18.1954,16.7328,17.718,17.3705,19.2074,19.0957,18.8374,18.2431,19.863,17.457,17.6538,18.3076,18.5469,17.7178,18.7936
18.0154,18.4524,18.7849,18.7341,19.0132,19.2731,18.7239,19.0204,18.9938,18.4986,18.9931,18.9342,19.0751,18.374,18.6427,18.3156,18.9364,18.7536,19.0692,19.2508,18.5223,18.3668,18.233,17.9031
17.2649,18.251,18.5868,18.0187,18.9843,18.7947,19.0186,18.7208,18.0656,18.0367,18.347,18.4403,18.955,18.784,19.0881,18.888,18.8528,18.6342,18.8181,17.8622,19.2221,18.5114,18.6879,18.4653
18.7677,19.2608,18.9211,19.116,18.6055,18.9827,18.361,18.9066,19.9067,19.6684,19.3769,20.202,19.256,18.8202,18.8904,18.905,18.9913,19.2303,19.4055,18.6378,18.3966,18.195,18.6322,18.7626
15.713,16.1642,16.2003,16.1521,15.8796,16.2832,15.8196,16.0647,15.8144,16.4885,16.4391,16.2233,16.0465,15.9591,15.9228,15.9951,14.9912,15.2278,15.6358,13.7225,14.0252,13.7435,14.8121,15.3577
13.0134,14.2217,13.6962,13.1861,14.1819,14.7105,14.1102,14.0785,13.7597,14.626,14.8903,13.8868,14.275,14.0519,14.0322,14.3368,12.7061,13.0657,13.5755,14.7002,12.4224,12.3425,14.1863,14.1758
13.6757,14.1438,14.1071,13.0434,14.9067,15.0511,14.9344,15.3219,13.8842,13.6264,13.8778,14.0549,15.0643,15.7689,15.8071,15.9058,15.4935,14.5688,15.3135,13.9916,16.1537,15.569,16.0798,15.8995
12.8962,13.4642,12.6415,12.9232,16.7843,14.3955,17.0541,13.7884,16.2783,16.6134,13.0667,14.8021,15.9529,16.8635,17.9852,18.1947,15.8071,17.2221,12.1181,12.7471,16.5027,18.2404,16.3067,18.1048
16.3206,16.3005,15.7913,16.1733,16.1328,15.6566,15.9868,15.7893,16.7801,16.0767,16.3792,16.2421,16.6233,16.2867,13.041,16.2425,16.7951,17.3827,16.8913,17.6461,16.7664,16.4848,16.6902,16.119
15.3129,15.4702,14.739,15.4253,14.9398,15.7361,16.026,14.9189,12.8624,15.297,15.1706,15.3155,15.05,15.2167,15.0037,15.0282,12.3504,13.0751,13.0342,13.5536,12.0948,13.0682,13.1177,14.4558
13.2461,15.5907,16.048,16.5616,16.6281,16.8374,16.3359,16.4438,16.8204,16.343,13.5234,16.0279,16.7356,16.2127,16.2664,16.2393,16.6594,17.1142,17.0662,13.2698,16.5287,16.2211,16.1641,15.6608
13.5251,13.8542,14.2502,13.3938,13.8915,13.6708,13.4694,13.1678,12.5916,13.6452,13.8573,12.6814,13.4463,13.0693,13.0414,12.7864,13.6867,12.9004,13.7238,14.3149,13.2665,11.8885,13.3493,12.8603
18.5298,17.6203,16.4357,18.6479,17.7856,18.4104,17.8641,18.1377,17.3413,16.8382,17.413,17.94,17.9438,18.4322,17.9719,17.8456,16.903,18.2153,17.9696,18.4252,18.5022,18.4718,18.4957,18.3084
18.0295,17.7776,17.9888,18.0368,17.4674,18.0501,17.8048,17.7415,18.1523,19.1073,18.5894,18.2029,18.0147,17.7641,17.857,17.9421,16.2423,17.2676,16.8195,17.1891,16.3102,16.6105,16.5421,16.926
14.796,15.3497,14.8464,13.6997,14.0482,14.5053,14.5195,14.2263,14.3739,14.3389,13.5204,13.3986,14.0726,14.7649,14.707,14.9979,14.4728,13.0174,14.722,13.803,14.6245,15.4999,14.9971,16.5017
13.9208,14.5007,14.6179,13.8199,14.4583,13.9327,14.615,15.0739,12.8473,14.4581,14.5422,14.4256,14.402,13.8698,13.5822,14.2565,12.5176,13.1344,12.4997,12.0286,12.1716,14.2304,13.8887,12.6054
17.3824,17.1067,17.0363,17.3571,17.0275,17.0676,17.0282,17.4812,17.9637,17.6637,18.2308,18.4434,18.2953,17.5021,17.2686,17.5817,17.6375,18.3658,18.2484,17.5676,17.6608,17.7915,17.9848,17.7236
15.3956,15.7182,15.8408,14.446,15.0912,14.9935,15.2685,15.1664,14.3502,15.1828,15.2328,15.1054,15.2673,15.3856,15.173,15.0216,14.7748,12.4615,14.7482,13.3063,14.3945,14.9424,14.9791,14.6338
16.192,16.6929,16.2685,16.3244,16.3425,16.6468,16.401,16.5707,16.0283,16.3105,16.5468,16.705,16.5045,16.4207,16.214,16.339,14.1258,14.3904,15.2028,13.4202,12.4121,12.5529,14.5587,15.1972
19.1514,19.924,20.0413,19.501,20.0726,20.1581,19.9222,20.2427,19.7622,19.0619,19.5162,19.7407,20.0443,19.9215,20.1733,20.0889,20.9311,20.9372,20.9182,21.3456,20.8716,21.1299,20.751,20.2316
17.2573,16.8384,17.2718,17.4311,17.5876,17.7015,17.4017,17.5534,17.3005,17.0931,17.2163,17.1935,17.7555,17.5443,17.6352,17.4265,16.86,17.5757,17.3357,17.2728,16.9696,16.9231,17.202,17.1051
15.7683,15.3004,14.8059,15.4182,14.8567,14.9097,14.8243,14.5789,15.7638,15.2771,12.6057,15.0861,14.9452,14.7677,15.3823,13.2262,13.7944,12.6148,13.6042,13.2647,11.08,12.1935,14.2777,15.2971
17.5743,17.4997,17.391,17.5591,18.4027,18.2925,17.8559,18.1804,17.5062,17.3003,17.4195,17.589,17.9599,17.7785,17.7373,17.6279,15.8598,15.8534,16.4967,15.3782,16.2046,15.767,16.5321,17.4211
16.5328,16.4794,16.6614,16.6928,16.7089,16.5708,16.6641,16.778,16.2817,16.3321,16.4323,16.3381,16.4032,16.7612,16.8454,16.7774,16.7688,16.6612,16.6018,16.7838,17.2287,17.1925,16.6359,17.1051
16.4103,17.5544,17.1502,15.517,17.4958,17.3464,17.2693,17.6488,16.2851,16.5589,16.3901,17.4706,17.9291,17.6381,17.7409,17.7245,17.8454,13.9178,17.6584,18.255,17.6802,17.1194,17.6374,18.0234
